Date of Transaction,Transaction Amount,Account Name,TransactionID,Transaction Type,Location (City),Alert Category,Account Number,Status,Current Balance
2024-01-26,-8206,Account 102768,T940554,Transfer out,Whiteburgh,Fraud,6217517553,Risk,928
2024-06-05,-5033,Account 31892,T363255,Transfer out,Kristinchester,Tax Evasion,1340945128,Risk,4647
2024-05-22,-9161,Account 73405,T844093,Transfer out,Jeffreyland,Investment Scam,7102852924,Risk,3948
2024-03-07,-8646,Account 46614,T595976,Transfer out,Roachstad,Tax Evasion,6264873771,No Risk,0
2024-11-29,-3603,Account 10327,T143343,Transfer out,Annaview,Tax Evasion,6355947072,No Risk,2290
2024-07-16,-7289,Account 34988,T229628,Transfer out,Paulview,Investment Scam,1563495725,No Risk,2632
2024-07-03,-4311,Account 42785,T964847,Transfer out,East Martinville,Money Laundering,1287372288,Risk,2569
2024-07-01,-8180,Account 19292,T812264,Transfer out,South Julie,Investment Scam,7059578812,No Risk,1263
2024-02-09,-4887,Account 43917,T404046,Transfer out,West Daniel,Money Laundering,2658701321,No Risk,2222
2024-05-20,-2427,Account 80095,T919134,Transfer out,Jacobsonbury,Tax Evasion,9246869218,No Risk,0
2024-12-07,-7099,Account 82895,T185566,Transfer out,Lake Adammouth,Investment Scam,7621117683,No Risk,0
2024-06-09,-7988,Account 46329,T407743,Transfer out,Perezport,Tax Evasion,1262003951,Risk,4757
2024-02-18,-3496,Account 7627,T442553,Transfer out,Smithside,Investment Scam,9392655854,No Risk,200
2024-03-05,-8147,Account 58240,T451072,Transfer out,Kimberlymouth,Investment Scam,6622496749,No Risk,3292
2024-08-01,-9451,Account 63378,T558708,Transfer out,Port Michael,Tax Evasion,5272686457,No Risk,4149
2024-02-26,-2145,Account 90573,T322178,Transfer out,South Kellyfurt,Money Laundering,4005798318,Risk,0
2024-08-08,-4473,Account 79088,T471130,Transfer out,Rebeccamouth,Tax Evasion,8535180524,Risk,0
2024-07-02,-7484,Account 7648,T446418,Transfer out,Barronfurt,Fraud,3681932667,Risk,3946
2024-04-05,-7183,Account 93923,T459620,Transfer out,New Alex,Fraud,8851427583,No Risk,0
2024-04-19,-2685,Account 20031,T767192,Transfer out,Browningview,Tax Evasion,2298586900,No Risk,0
2024-11-27,-5730,Account 74739,T360845,Transfer out,Mcclainside,Tax Evasion,8497200059,No Risk,2033
2024-10-08,-5838,Account 8972,T723635,Transfer out,Toddborough,Fraud,2160921029,No Risk,0
2025-01-14,-1794,Account 34902,T788910,Transfer out,East Charles,Tax Evasion,1799710852,No Risk,1753
2024-05-14,-8329,Account 46898,T310608,Transfer out,Lake Stephanieburgh,Fraud,8617947114,Risk,7954
2024-10-10,-2614,Account 58813,T344371,Transfer out,Lake Julie,Tax Evasion,9264811993,No Risk,2412
2024-08-09,-9915,Account 29406,T627854,Transfer out,East Richard,Money Laundering,3525551364,Risk,7362
2024-04-05,-8058,Account 49905,T347338,Transfer out,Lake Richardshire,Investment Scam,2345489297,No Risk,5449
2024-07-03,-3574,Account 68185,T594973,Transfer out,Irwinborough,Investment Scam,3161400440,Risk,0
2024-02-26,-8757,Account 69366,T805156,Transfer out,Port Natalie,Fraud,2244798317,No Risk,1753
2024-11-09,-6869,Account 100939,T937611,Transfer out,Moorefort,Investment Scam,8575966486,No Risk,2916
2024-07-23,-9436,Account 6386,T465856,Transfer out,Irwinstad,Tax Evasion,6293258137,No Risk,1257
2024-11-01,-3732,Account 85008,T425942,Transfer out,Port Patrickhaven,Fraud,3599075788,No Risk,2959
2024-01-16,-9055,Account 105212,T718018,Transfer out,Pattyburgh,Fraud,9161714520,No Risk,7679
2024-07-24,-5859,Account 20115,T957898,Transfer out,Karenbury,Tax Evasion,1744598176,Risk,0
2024-02-12,-2283,Account 85235,T311637,Transfer out,South Cherylland,Money Laundering,6636533322,Risk,1934
2024-04-28,-5507,Account 7240,T923862,Transfer out,Brittanyton,Investment Scam,2016910165,No Risk,3601
2024-02-09,-3688,Account 8490,T559506,Transfer out,East Jenna,Money Laundering,9897877130,Risk,0
2024-10-07,-4738,Account 102365,T363733,Transfer out,Mossborough,Investment Scam,7335982839,No Risk,0
2024-03-02,-6121,Account 88380,T845955,Transfer out,Kathrynmouth,Fraud,2272942436,No Risk,2203
2024-10-27,-2784,Account 102496,T940830,Transfer out,New Ericaberg,Investment Scam,1106264901,No Risk,0
2024-03-20,-753,Account 91935,T657674,Transfer out,West Brendaview,Money Laundering,2129074764,No Risk,0
2024-10-09,-4846,Account 105585,T896977,Transfer out,Jessicastad,Tax Evasion,6105493359,No Risk,0
2024-05-08,-1073,Account 96694,T170200,Transfer out,Darrenport,Fraud,1110403678,No Risk,0
2024-10-02,-2169,Account 18161,T106646,Transfer out,Reginaldstad,Fraud,8697389605,No Risk,0
2024-08-19,-188,Account 80242,T843905,Transfer out,North Matthewland,Investment Scam,2111162762,No Risk,0
2024-10-04,-6915,Account 94811,T928765,Transfer out,East Kellyton,Money Laundering,2827992045,Risk,1015
2024-05-02,-5281,Account 38290,T232016,Transfer out,Marissaview,Fraud,7885615183,No Risk,4376
2024-06-23,-6340,Account 90103,T602752,Transfer out,West Joshuaside,Tax Evasion,7901193254,No Risk,0
2024-02-03,-1728,Account 15835,T648444,Transfer out,Jacksonland,Money Laundering,2901661902,No Risk,1246
2024-07-23,-8969,Account 56173,T886360,Transfer out,Sanchezstad,Fraud,3658690122,No Risk,3539
2024-02-07,-3150,Account 13749,T152160,Transfer out,Sabrinatown,Tax Evasion,2319341614,No Risk,0
2024-08-18,-8329,Account 71592,T272600,Transfer out,Washingtonberg,Investment Scam,7400012583,No Risk,6642
2024-07-12,-6120,Account 55971,T299135,Transfer out,Melissaburgh,Investment Scam,1998676211,No Risk,529
2024-08-30,-8169,Account 37943,T459181,Transfer out,Ashleyport,Fraud,7948973536,No Risk,0
2024-04-13,-5385,Account 29322,T628900,Transfer out,Rossville,Money Laundering,9758662331,No Risk,0
2024-02-24,-6533,Account 16331,T905427,Transfer out,Spencerport,Tax Evasion,6104278802,No Risk,0
2024-02-10,-9514,Account 77854,T345696,Transfer out,Thomasfurt,Investment Scam,4955516719,Risk,0
2024-09-18,-3616,Account 68857,T857120,Transfer out,East Bryanstad,Fraud,8266611464,No Risk,2791
2024-03-14,-9644,Account 12761,T504292,Transfer out,North Tonyafurt,Investment Scam,2731444871,No Risk,1233
2024-10-26,-9588,Account 24925,T250324,Transfer out,North Rebeccaberg,Tax Evasion,3404182341,No Risk,6126
2024-04-22,-8422,Account 92895,T399876,Transfer out,West Danny,Tax Evasion,4097887709,No Risk,2636
2024-05-24,-4273,Account 66837,T186174,Transfer out,Brownbury,Money Laundering,1896041557,No Risk,0
2024-12-03,-2864,Account 48238,T734953,Transfer out,West Rose,Money Laundering,4853330216,No Risk,0
2024-11-13,-9817,Account 61905,T546340,Transfer out,Roblesstad,Tax Evasion,4889383877,No Risk,4174
2024-08-02,-3876,Account 29932,T571987,Transfer out,South Randalltown,Fraud,3584418930,No Risk,0
2024-05-27,-6270,Account 21066,T833376,Transfer out,Martinezfort,Investment Scam,9092554222,Risk,3864
2024-05-01,-25,Account 8299,T876367,Transfer out,Curtisfurt,Fraud,4465767880,No Risk,0
2024-06-17,-2486,Account 23383,T548757,Transfer out,South Erikaville,Investment Scam,2959233193,Risk,0
2024-05-27,-8572,Account 36001,T430886,Transfer out,Oliviaborough,Tax Evasion,5480536374,No Risk,197
2024-06-10,-7781,Account 29567,T467887,Transfer out,North Wesleyton,Money Laundering,3677959642,No Risk,2163
2024-12-18,-6082,Account 8652,T190489,Transfer out,New Tylerview,Money Laundering,1931956203,No Risk,3277
2024-07-31,-6137,Account 75437,T855857,Transfer out,Youngfort,Money Laundering,7503557206,No Risk,4257
2024-12-08,-6337,Account 66329,T626829,Transfer out,Huntfort,Fraud,3787953131,No Risk,0
2024-06-30,-177,Account 66987,T661146,Transfer out,West Vicki,Investment Scam,5609921375,Risk,0
2024-08-21,-133,Account 104699,T821351,Transfer out,Ashleymouth,Tax Evasion,1569629796,No Risk,0
2024-05-25,-1350,Account 94517,T646346,Transfer out,Willishaven,Tax Evasion,5128175740,No Risk,0
2024-10-23,-5511,Account 4903,T293848,Transfer out,Pacemouth,Investment Scam,7571008232,No Risk,4523
2025-01-04,-7130,Account 103338,T392803,Transfer out,Lake Matthewberg,Tax Evasion,2165461205,No Risk,2911
2024-11-27,-7256,Account 102692,T815032,Transfer out,Lake Sherihaven,Tax Evasion,3640196570,No Risk,2212
2024-09-14,-8622,Account 42639,T403484,Transfer out,South Melissa,Fraud,3420464764,No Risk,0
2024-11-30,-6976,Account 87443,T505615,Transfer out,Woodschester,Investment Scam,2807903104,Risk,6152
2024-07-26,-6339,Account 68545,T951830,Transfer out,East Michellefort,Tax Evasion,7322814789,No Risk,0
2024-05-28,-5964,Account 100555,T767882,Transfer out,South Saraland,Money Laundering,1593857118,Risk,1364
2024-04-24,-9367,Account 4154,T424519,Transfer out,Denisechester,Money Laundering,6228475041,No Risk,4401
2024-04-14,-3441,Account 73326,T617687,Transfer out,Antoniofort,Investment Scam,5627231389,Risk,0
2024-03-11,-3506,Account 51532,T102450,Transfer out,Lake Rebecca,Fraud,7414606761,No Risk,876
2024-02-23,-9063,Account 48616,T384513,Transfer out,New Todd,Tax Evasion,7045412276,No Risk,1527
2024-10-01,-999,Account 68146,T959040,Transfer out,Cruzmouth,Investment Scam,4349943550,No Risk,0
2024-06-15,-7531,Account 72641,T848028,Transfer out,Mossbury,Investment Scam,5265734304,No Risk,1308
2024-06-18,-6849,Account 24637,T672211,Transfer out,Whiteside,Investment Scam,5409705525,No Risk,4871
2024-03-29,-5986,Account 45583,T296830,Transfer out,Moranstad,Money Laundering,7672841952,No Risk,0
2024-12-06,-6738,Account 17190,T145836,Transfer out,Hannaview,Investment Scam,7132648002,No Risk,2106
2024-07-01,-9595,Account 84797,T571322,Transfer out,East Kelly,Investment Scam,6803302967,No Risk,9168
2024-07-29,-883,Account 56903,T705297,Transfer out,Carrbury,Investment Scam,6632529672,No Risk,0
2024-01-26,-7881,Account 8073,T458144,Transfer out,South Karen,Investment Scam,8267976222,Risk,2134
2024-03-26,-8961,Account 97406,T473142,Transfer out,West Colleen,Investment Scam,9422146779,Risk,2407
2024-05-23,-5676,Account 26240,T236719,Transfer out,East Robertbury,Fraud,1597379699,Risk,1855
2024-08-31,-2091,Account 13987,T253295,Transfer out,Sergioberg,Investment Scam,9363108637,No Risk,1508
2024-09-25,-5839,Account 106353,T314545,Transfer out,Leeville,Fraud,3832854492,Risk,1593
2024-06-07,-4676,Account 38842,T906215,Transfer out,North Ericland,Fraud,7229856722,No Risk,1749
2024-05-05,-216,Account 16529,T836797,Transfer out,Paulmouth,Money Laundering,7212557759,Risk,0
2024-09-07,-1031,Account 40845,T985752,Transfer out,New Kaylee,Investment Scam,7045006761,No Risk,100
2024-11-23,-443,Account 19983,T408544,Transfer out,West Brandy,Tax Evasion,2312398238,No Risk,0
2024-03-14,-6346,Account 61613,T664464,Transfer out,New Douglas,Investment Scam,7919468124,No Risk,1108
2024-12-04,-3566,Account 84526,T524976,Transfer out,Tatemouth,Investment Scam,5374646946,No Risk,0
2024-02-22,-5925,Account 53724,T733615,Transfer out,Owensbury,Money Laundering,4049620494,No Risk,3692
2025-01-06,-8296,Account 31521,T906969,Transfer out,Amberbury,Tax Evasion,2125617506,No Risk,2585
2024-03-30,-4606,Account 53902,T238424,Transfer out,Lake Albert,Tax Evasion,1861324636,No Risk,2472
2024-07-12,-7186,Account 102436,T334778,Transfer out,Rhondatown,Fraud,6411434692,No Risk,4935
2024-09-12,-1004,Account 7936,T691601,Transfer out,Lauriemouth,Fraud,4002280316,No Risk,0
2025-01-12,-2600,Account 93023,T860411,Transfer out,Robinsonfurt,Investment Scam,8834195204,No Risk,0
2024-12-10,-9783,Account 75751,T226606,Transfer out,Gravesview,Investment Scam,9489948436,No Risk,7118
2024-10-16,-7056,Account 23940,T483638,Transfer out,West Jeffrey,Investment Scam,7547987988,Risk,3029
2024-01-17,-5789,Account 60664,T961270,Transfer out,West Sheilamouth,Investment Scam,9566781654,No Risk,505
2025-01-03,-2717,Account 50419,T765847,Transfer out,Christophertown,Investment Scam,5424743375,No Risk,0
2024-02-22,-4659,Account 77136,T349796,Transfer out,Batesmouth,Investment Scam,7852142012,Risk,3884
2024-04-30,-661,Account 50735,T129959,Transfer out,Elliotthaven,Investment Scam,6761369485,No Risk,0
2024-09-01,-6777,Account 13541,T347231,Transfer out,Cassandraton,Tax Evasion,3713263771,Risk,4148
2024-03-08,-6778,Account 28777,T530761,Transfer out,Grossborough,Fraud,5865802333,No Risk,6131
2024-01-26,-3751,Account 98353,T616355,Transfer out,Jerryborough,Money Laundering,1839164329,Risk,1535
2024-09-26,-1051,Account 6835,T999684,Transfer out,Zimmermanside,Fraud,6785411630,No Risk,0
2024-03-09,-4296,Account 63826,T299821,Transfer out,Matthewstad,Investment Scam,8569505637,No Risk,0
2024-07-10,-5574,Account 102735,T208479,Transfer out,Lake Jasonfurt,Investment Scam,6531710188,No Risk,0
2024-08-21,-2437,Account 61712,T325195,Transfer out,Jeffreyside,Money Laundering,7631675239,No Risk,0
2024-03-26,-836,Account 94201,T946219,Transfer out,North Rachel,Tax Evasion,2703375496,No Risk,0
2024-07-13,-5465,Account 80496,T851330,Transfer out,Jacquelinebury,Tax Evasion,4780678820,No Risk,0
2024-05-02,-3177,Account 71537,T586412,Transfer out,West Andrewside,Investment Scam,8774426968,No Risk,2823
2024-09-13,-9330,Account 87438,T797777,Transfer out,Johnsonburgh,Tax Evasion,8454229072,No Risk,1234
2024-03-04,-6355,Account 75708,T730110,Transfer out,Rojaschester,Money Laundering,4111905131,No Risk,3508
2025-01-15,-7612,Account 77811,T968316,Transfer out,Lake Ashleychester,Tax Evasion,9656029491,No Risk,5462
2024-03-15,-9922,Account 7167,T795268,Transfer out,Johnsonton,Investment Scam,6908669764,Risk,4470
2024-12-12,-8276,Account 28346,T918091,Transfer out,Josephstad,Money Laundering,5209472310,Risk,5997
2024-07-14,-91,Account 99607,T596503,Transfer out,Port Randyland,Tax Evasion,3618086852,No Risk,0
2024-05-03,-2682,Account 7303,T332632,Transfer out,North Luismouth,Tax Evasion,1002785255,No Risk,0
2024-09-13,-4125,Account 57308,T720647,Transfer out,South Jasmineville,Money Laundering,9035886196,No Risk,0
2024-11-13,-1756,Account 3844,T496720,Transfer out,North Richard,Tax Evasion,2341779440,No Risk,0
2024-05-30,-4816,Account 86732,T979723,Transfer out,New Heidi,Investment Scam,4966052618,No Risk,0
2024-08-20,-3596,Account 66439,T362615,Transfer out,Nelsonton,Tax Evasion,2294521763,No Risk,0
2024-02-29,-1085,Account 58521,T752970,Transfer out,New Stephen,Tax Evasion,2728722892,Risk,0
2024-07-19,-6730,Account 70950,T208507,Transfer out,Kennedyview,Investment Scam,5924963443,Risk,5861
2024-12-17,-6094,Account 100645,T329739,Transfer out,North Mathew,Money Laundering,4743452385,No Risk,4304
2024-11-08,-1502,Account 87268,T195955,Transfer out,Jasonview,Investment Scam,5664370762,No Risk,0
2024-05-14,-9454,Account 17522,T943685,Transfer out,Morganside,Money Laundering,7705322236,No Risk,6280
2024-10-12,-5017,Account 30972,T655422,Transfer out,Patrickburgh,Money Laundering,3671050825,No Risk,0
2024-03-19,-1914,Account 26932,T820655,Transfer out,East Lisa,Investment Scam,4429519277,No Risk,452
2024-11-28,-7042,Account 23636,T680167,Transfer out,Phillipberg,Tax Evasion,5448422889,No Risk,0
2024-05-29,-4166,Account 29358,T890141,Transfer out,West Kellybury,Investment Scam,3996394457,No Risk,0
2024-10-01,-5571,Account 43908,T434713,Transfer out,Gutierrezland,Tax Evasion,3685663955,No Risk,927
2024-02-05,-2838,Account 74550,T951637,Transfer out,Port Thomasstad,Money Laundering,1029855043,Risk,0
2024-04-30,-5092,Account 97801,T730635,Transfer out,West Jill,Fraud,3552997055,No Risk,1910
2024-02-02,-3306,Account 59446,T640727,Transfer out,East Amber,Tax Evasion,2123410611,No Risk,0
2024-09-05,-1501,Account 101950,T279540,Transfer out,Sarahhaven,Investment Scam,2735438616,No Risk,0
2025-01-12,-3586,Account 21065,T450664,Transfer out,Blairmouth,Investment Scam,9586339714,No Risk,0
2024-02-06,-8849,Account 63842,T241566,Transfer out,Port John,Money Laundering,2872801779,Risk,5818
2024-04-06,-8071,Account 10318,T197950,Transfer out,New Genechester,Investment Scam,4916435094,No Risk,6515
2024-04-26,-1845,Account 16087,T366666,Transfer out,Port William,Fraud,3303622625,No Risk,127
2024-11-06,-7391,Account 6183,T493352,Transfer out,North Linda,Money Laundering,3437328843,No Risk,3311
2024-07-07,-6801,Account 2370,T479164,Transfer out,South Amyhaven,Money Laundering,9719463147,No Risk,5145
2024-07-26,-625,Account 83857,T357577,Transfer out,East Heatherside,Fraud,4684799736,No Risk,0
2024-11-04,-3189,Account 18225,T829804,Transfer out,Port Alisontown,Money Laundering,1695300467,No Risk,0
2024-06-10,-9116,Account 25238,T447363,Transfer out,Olivermouth,Money Laundering,1868945576,No Risk,7374
2024-06-20,-746,Account 4075,T880049,Transfer out,Port Laurahaven,Fraud,6036701419,No Risk,0
2024-10-24,-4326,Account 90365,T712249,Transfer out,Lake Donnaport,Investment Scam,6508023951,No Risk,0
2024-11-14,-8609,Account 10813,T848492,Transfer out,Markview,Money Laundering,1000666960,Risk,4066
2024-01-30,-3161,Account 64371,T774424,Transfer out,Hammondchester,Money Laundering,4641203711,No Risk,2791
2024-08-17,-1148,Account 93557,T703561,Transfer out,East Joshuabury,Fraud,2139325989,Risk,0
2024-01-20,-3069,Account 27536,T202242,Transfer out,Port Danielton,Fraud,9000824128,No Risk,2175
2024-02-14,-4647,Account 63943,T164923,Transfer out,South Hollyside,Tax Evasion,4584229728,No Risk,0
2024-01-23,-1126,Account 33185,T142943,Transfer out,Lake Brandonland,Tax Evasion,1202573657,No Risk,0
2024-11-28,-7802,Account 97786,T409233,Transfer out,Carlaburgh,Tax Evasion,9594925782,Risk,7626
2024-11-17,-9356,Account 11393,T457445,Transfer out,Danielview,Fraud,6677161785,No Risk,2433
2024-01-22,-5706,Account 12016,T945576,Transfer out,Port Katrina,Tax Evasion,6466451333,No Risk,0
2024-12-05,-1820,Account 63562,T198533,Transfer out,South Megan,Fraud,8102332018,Risk,0
2024-08-03,-7112,Account 77247,T903448,Transfer out,East Scott,Money Laundering,8399937052,No Risk,4205
2024-03-18,-3011,Account 98631,T267252,Transfer out,South Joshuaton,Money Laundering,9745214075,No Risk,0
2024-09-29,-1198,Account 5667,T655807,Transfer out,East Josephview,Money Laundering,5015235933,No Risk,0
2024-03-29,-4047,Account 61994,T937754,Transfer out,Marymouth,Tax Evasion,3895518755,No Risk,0
2024-08-15,-701,Account 80135,T614149,Transfer out,Wilsonbury,Tax Evasion,1213731229,No Risk,0
2024-04-25,-7829,Account 31686,T332187,Transfer out,Reyesfort,Tax Evasion,5468259712,No Risk,5311
2024-01-22,-6365,Account 86071,T718326,Transfer out,Sheliafurt,Investment Scam,7055695600,No Risk,0
2024-04-06,-9380,Account 5480,T922811,Transfer out,North William,Money Laundering,5412049141,No Risk,106
2025-01-05,-1505,Account 22636,T761936,Transfer out,South Joshua,Tax Evasion,6414854245,Risk,0
2024-08-01,-6537,Account 102654,T190306,Transfer out,Tinastad,Investment Scam,3272284607,No Risk,5427
2024-03-17,-778,Account 97541,T243456,Transfer out,Lake Brianmouth,Money Laundering,5699934361,No Risk,0
2024-02-03,-8608,Account 20761,T748564,Transfer out,Stonefort,Investment Scam,3099609546,No Risk,2413
