Date of Transaction,Analyst Name,TransactionID,Account Number,Stage,Status,Transaction Amount,Alert Category
2024-06-16,Whitney Wilson,T521950,4084506477,Closed-Risk,Risk,4648,Tax Evasion
2024-05-30,Kari Rhodes,T508463,1487490316,In Progress,Risk,-8088,Fraud
2024-05-11,William Melton,T389169,8048322355,Closed-No Risk,Risk,4323,Money Laundering
2024-06-28,Samuel Barry,T373439,6541066300,Closed-No Risk,Risk,2164,Fraud
2024-11-16,Kari Rhodes,T230327,4311499027,Closed-Risk,Risk,1231,Fraud
2024-06-15,Martha Anderson,T422713,2053315131,Closed-Risk,Risk,5198,Investment Scam
2024-03-09,Christine Davis,T214186,5761524460,In Progress,Risk,7548,Tax Evasion
2024-12-18,Kari Rhodes,T172635,2922631814,In Progress,Risk,-8133,Investment Scam
2024-06-14,Melissa Holt,T660493,8332421254,In Progress,Risk,2285,Investment Scam
2024-06-04,Martha Anderson,T106404,2817070908,In Progress,Risk,402,Fraud
2024-01-26,William Melton,T458144,8267976222,Closed-Risk,Risk,-7881,Investment Scam
2024-02-18,Samuel Barry,T252711,1891309339,Closed-No Risk,Risk,7430,Money Laundering
2024-03-26,Christine Davis,T473142,9422146779,Closed-Risk,Risk,-8961,Investment Scam
2024-04-27,Samuel Barry,T167148,5100147412,Closed-No Risk,Risk,-2348,Fraud
2025-01-05,Robin Lowe,T549166,7691392900,In Progress,Risk,7207,Investment Scam
2024-02-28,Jeffrey Moore,T186362,3435022086,Closed-No Risk,Risk,-8190,Money Laundering
2024-06-23,Ryan Mejia,T247121,2378338532,In Progress,Risk,-7147,Tax Evasion
2024-02-05,Sheila Brown,T604029,8868356651,Closed-No Risk,Risk,4735,Investment Scam
2024-07-18,William Melton,T936251,8312199937,Closed-No Risk,Risk,8572,Investment Scam
2024-07-28,Jeffrey Moore,T409078,3881200733,In Progress,Risk,5030,Investment Scam
2024-04-04,Ashley Orr,T392690,7533999238,In Progress,Risk,-5163,Money Laundering
2024-04-18,Christine Davis,T465006,8085352576,In Progress,Risk,-5344,Tax Evasion
2024-09-23,Donna Snow,T671846,4265284611,In Progress,Risk,881,Investment Scam
2024-12-15,Robin Lowe,T443617,9559038544,Closed-Risk,Risk,-985,Investment Scam
2024-07-09,Nicole Long,T389620,7137360131,In Progress,Risk,969,Investment Scam
2024-05-23,William Melton,T236719,1597379699,Closed-No Risk,Risk,-5676,Fraud
2024-01-22,Robin Lowe,T164109,8409612250,In Progress,Risk,7546,Fraud
2024-10-20,William Melton,T562047,8448971110,In Progress,Risk,-110,Fraud
2024-03-08,Ashley Orr,T505324,8471460140,Closed-No Risk,Risk,9480,Investment Scam
2024-12-14,Kari Rhodes,T340732,7846972255,In Progress,Risk,-2178,Money Laundering
2024-08-28,Martha Anderson,T966708,1949818902,Closed-Risk,Risk,-6961,Money Laundering
2024-03-07,Kathleen Raymond,T831076,5211483009,Closed-Risk,Risk,-3216,Money Laundering
2024-10-29,Ashley Orr,T764084,8258017221,Closed-No Risk,Risk,3129,Fraud
2024-11-23,Christine Davis,T255634,3810133159,Closed-No Risk,Risk,1082,Fraud
2024-11-01,Samuel Barry,T587459,4162127521,In Progress,Risk,-9564,Fraud
2024-06-13,Samuel Barry,T376362,5492415320,In Progress,Risk,885,Tax Evasion
2024-09-25,Melissa Holt,T314545,3832854492,In Progress,Risk,-5839,Fraud
2024-05-21,Robin Lowe,T151616,6135513425,Closed-Risk,Risk,5775,Fraud
2024-10-06,Jeffrey Moore,T954974,7260234635,In Progress,Risk,6744,Money Laundering
2025-01-15,Christine Davis,T966196,9603413915,Closed-Risk,Risk,5424,Fraud
2024-05-13,Jeffrey Moore,T695675,3335280297,Closed-No Risk,Risk,-2553,Investment Scam
2024-10-03,Kari Rhodes,T386976,8738714044,Closed-Risk,Risk,298,Investment Scam
2024-05-27,Kari Rhodes,T865079,8484546748,Closed-Risk,Risk,2917,Fraud
2024-04-13,Robin Lowe,T991909,4946042298,In Progress,Risk,4217,Investment Scam
2024-03-16,Samuel Barry,T276770,9927851779,Closed-Risk,Risk,1074,Tax Evasion
2024-11-07,Kari Rhodes,T643210,7760707775,Closed-Risk,Risk,-1510,Fraud
2024-08-24,Donna Snow,T951251,8583398520,Closed-Risk,Risk,595,Tax Evasion
2024-08-15,Kari Rhodes,T155749,2903419202,Closed-No Risk,Risk,9179,Money Laundering
2024-07-05,Ryan Mejia,T767711,6491455903,In Progress,Risk,7121,Tax Evasion
2024-11-21,Nicole Long,T874459,6747374172,In Progress,Risk,-1179,Tax Evasion
2024-07-04,Kari Rhodes,T296152,9586248698,Closed-No Risk,Risk,1603,Tax Evasion
2024-05-29,Samuel Barry,T814069,8447370777,In Progress,Risk,-2879,Money Laundering
2024-09-23,Robin Lowe,T843641,9122256131,In Progress,Risk,-5479,Investment Scam
2024-01-25,Sheila Brown,T124761,1125649108,Closed-No Risk,Risk,-8448,Investment Scam
2024-03-05,Jeffrey Moore,T638823,7324118262,In Progress,Risk,-2879,Fraud
2024-05-05,Ryan Mejia,T836797,7212557759,In Progress,Risk,-216,Money Laundering
2024-10-05,Whitney Wilson,T954717,2332731425,In Progress,Risk,4610,Investment Scam
2024-10-06,Donna Snow,T524798,6409208182,In Progress,Risk,9172,Investment Scam
2024-12-15,Christine Davis,T238254,4122462108,In Progress,Risk,-5382,Investment Scam
2024-06-11,Kari Rhodes,T866740,4555980927,Closed-No Risk,Risk,-4884,Fraud
2024-04-27,Melissa Holt,T971284,2975094746,Closed-Risk,Risk,1074,Tax Evasion
2025-01-07,Martha Anderson,T784613,8969268045,Closed-No Risk,Risk,-7893,Tax Evasion
2024-12-24,Kari Rhodes,T704177,5423510132,In Progress,Risk,120,Money Laundering
2024-07-30,Martha Anderson,T643877,5710673282,In Progress,Risk,-7863,Investment Scam
2024-06-04,Jeffrey Moore,T862061,3747038220,Closed-No Risk,Risk,-1149,Tax Evasion
2024-08-02,Donna Snow,T417060,2551165033,Closed-No Risk,Risk,4869,Fraud
2024-11-22,Samuel Barry,T252645,5107979779,In Progress,Risk,-2966,Investment Scam
2024-05-01,Whitney Wilson,T108038,9232749132,Closed-Risk,Risk,-4221,Investment Scam
2024-04-05,Martha Anderson,T239632,8520429060,Closed-No Risk,Risk,-9529,Fraud
2024-09-06,Robin Lowe,T777220,1397018095,In Progress,Risk,7061,Tax Evasion
2024-10-16,Robin Lowe,T162875,6240836696,Closed-Risk,Risk,-2322,Money Laundering
2025-01-14,Ashley Orr,T410927,2071903231,In Progress,Risk,-3060,Money Laundering
2024-02-19,Samuel Barry,T596780,6568333285,Closed-No Risk,Risk,6068,Tax Evasion
2024-12-16,Ashley Orr,T749197,9492015213,In Progress,Risk,-3008,Money Laundering
2024-07-05,Martha Anderson,T638965,3748538786,In Progress,Risk,-3080,Tax Evasion
2024-09-28,Ryan Mejia,T270622,3348961979,In Progress,Risk,-7194,Fraud
2024-06-29,Melissa Holt,T941853,9944632339,In Progress,Risk,9366,Investment Scam
2024-09-08,Kari Rhodes,T740296,5515187117,Closed-No Risk,Risk,-2572,Tax Evasion
2024-01-26,Nicole Long,T643888,6758088383,Closed-Risk,Risk,-9748,Money Laundering
2024-06-27,Christine Davis,T832991,4699710666,In Progress,Risk,4854,Money Laundering
2024-03-15,Robin Lowe,T774318,9384551523,Closed-Risk,Risk,-4501,Fraud
2024-01-19,Donna Snow,T347894,1322509203,In Progress,Risk,2701,Tax Evasion
2024-01-18,Kathleen Raymond,T131719,2859775310,Closed-No Risk,Risk,1143,Tax Evasion
2024-05-19,William Melton,T646460,4773349503,Closed-Risk,Risk,2234,Tax Evasion
2024-10-13,Nicole Long,T583085,1869862665,In Progress,Risk,4341,Investment Scam
2024-03-15,Robin Lowe,T307995,2198398603,In Progress,Risk,-1051,Investment Scam
2024-05-20,Jeffrey Moore,T270094,9837177551,In Progress,Risk,6846,Tax Evasion
2024-08-26,Martha Anderson,T844944,2144416840,In Progress,Risk,-1338,Fraud
2024-08-28,Melissa Holt,T168817,2731918705,Closed-No Risk,Risk,8714,Fraud
2024-04-30,Jeffrey Moore,T845772,2369819608,In Progress,Risk,-4643,Fraud
2024-12-25,Christine Davis,T695257,6181911626,Closed-Risk,Risk,9547,Tax Evasion
2024-07-12,Kathleen Raymond,T999705,5172897455,Closed-Risk,Risk,7553,Investment Scam
2024-08-07,Samuel Barry,T234239,3064591604,In Progress,Risk,9930,Money Laundering
2025-01-02,Kari Rhodes,T362081,9084934356,Closed-Risk,Risk,-7649,Money Laundering
2024-04-22,William Melton,T667919,1545663005,In Progress,Risk,7770,Tax Evasion
2024-09-23,Martha Anderson,T377564,9638614979,Closed-No Risk,Risk,-3572,Tax Evasion
2024-10-17,Jeffrey Moore,T575576,5151875809,In Progress,Risk,7519,Investment Scam
2024-09-15,Jeffrey Moore,T743147,1373189160,Closed-No Risk,Risk,-3528,Money Laundering
2024-07-03,Martha Anderson,T278069,4670664533,Closed-No Risk,Risk,514,Money Laundering
2024-02-16,Robin Lowe,T674265,4992118884,Closed-No Risk,Risk,509,Investment Scam
2024-02-08,Samuel Barry,T843171,3098415014,Closed-Risk,Risk,8504,Investment Scam
2024-05-14,William Melton,T772769,5909898487,Closed-Risk,Risk,-1891,Investment Scam
2024-01-28,Melissa Holt,T212171,8141932477,Closed-No Risk,Risk,-9769,Investment Scam
2024-09-29,Ashley Orr,T853758,8543696919,Closed-No Risk,Risk,-4777,Fraud
2024-10-30,Samuel Barry,T750718,8609791837,Closed-No Risk,Risk,-5147,Tax Evasion
2024-09-16,Donna Snow,T530824,8651222207,Closed-Risk,Risk,7089,Tax Evasion
2024-08-28,Melissa Holt,T599107,9609417850,In Progress,Risk,6737,Investment Scam
2024-09-07,Donna Snow,T227943,5287007098,In Progress,Risk,-7162,Money Laundering
2024-04-14,Samuel Barry,T840431,4741686730,In Progress,Risk,5180,Tax Evasion
2024-08-06,Sheila Brown,T316611,7980205612,In Progress,Risk,-8764,Investment Scam
2024-04-28,Christine Davis,T772656,4951086889,Closed-No Risk,Risk,717,Money Laundering
2024-06-12,Donna Snow,T853383,2721035360,In Progress,Risk,1782,Tax Evasion
2024-03-06,William Melton,T809255,7967457412,Closed-No Risk,Risk,7667,Money Laundering
2024-04-13,Kathleen Raymond,T907625,6637637970,Closed-No Risk,Risk,8339,Money Laundering
2024-09-12,Samuel Barry,T464563,1949524709,In Progress,Risk,-1679,Investment Scam
2024-12-20,Jeffrey Moore,T605907,8450163423,In Progress,Risk,-5897,Money Laundering
2024-12-10,Kathleen Raymond,T477952,3417944179,In Progress,Risk,-3491,Fraud
2024-11-30,Kathleen Raymond,T594222,9423433130,Closed-No Risk,Risk,-1196,Investment Scam
2025-01-13,Kathleen Raymond,T167183,4476844150,Closed-No Risk,Risk,3004,Investment Scam
2024-09-24,Robin Lowe,T938755,6602100097,Closed-No Risk,Risk,-4950,Tax Evasion
2024-06-08,William Melton,T387405,2695018264,Closed-Risk,Risk,5488,Money Laundering
2025-01-02,Whitney Wilson,T821259,8940525435,Closed-Risk,Risk,9121,Money Laundering
2024-08-11,Jeffrey Moore,T612706,4545681529,Closed-Risk,Risk,-3758,Tax Evasion
2024-02-29,Kathleen Raymond,T687692,9101918221,Closed-Risk,Risk,2245,Tax Evasion
2024-05-31,Sheila Brown,T102481,8993183077,In Progress,Risk,-7071,Money Laundering
2024-07-27,Melissa Holt,T273590,4694635148,In Progress,Risk,-6894,Fraud
2024-06-24,William Melton,T421046,7852648597,Closed-Risk,Risk,3151,Money Laundering
2024-10-27,Ashley Orr,T328276,3257040270,Closed-No Risk,Risk,3329,Money Laundering
2024-04-11,Ryan Mejia,T557945,9656731256,Closed-No Risk,Risk,-2839,Investment Scam
2024-12-30,Whitney Wilson,T359607,6040871011,In Progress,Risk,1086,Investment Scam
2024-02-04,Ryan Mejia,T569788,5606186267,Closed-No Risk,Risk,-256,Fraud
2024-09-04,Robin Lowe,T587017,1207365887,In Progress,Risk,3651,Investment Scam
2025-01-01,Kathleen Raymond,T495152,3240627433,Closed-Risk,Risk,-9427,Money Laundering
2024-12-04,Whitney Wilson,T786282,4385574630,In Progress,Risk,-8728,Fraud
2024-02-06,William Melton,T690447,4618357514,Closed-No Risk,Risk,3434,Fraud
2024-03-24,Ashley Orr,T892826,1709381455,Closed-Risk,Risk,5234,Fraud
2024-07-10,Kathleen Raymond,T366337,8468804934,Closed-Risk,Risk,-7344,Investment Scam
2024-03-23,Nicole Long,T618458,7875477039,Closed-No Risk,Risk,171,Money Laundering
2024-08-25,William Melton,T506564,7784781288,In Progress,Risk,-7130,Investment Scam
2024-06-22,Samuel Barry,T394859,9602472601,Closed-No Risk,Risk,3186,Money Laundering
2024-05-18,Ryan Mejia,T653322,8204386402,In Progress,Risk,-3691,Fraud
2024-10-16,Martha Anderson,T483638,7547987988,In Progress,Risk,-7056,Investment Scam
2024-05-05,Martha Anderson,T148129,7756257260,Closed-No Risk,Risk,6496,Tax Evasion
2024-01-19,Christine Davis,T357980,3551380286,In Progress,Risk,9763,Tax Evasion
2024-10-11,Jeffrey Moore,T477218,6912961906,In Progress,Risk,-1617,Money Laundering
2024-04-07,Kathleen Raymond,T272621,3271134060,Closed-Risk,Risk,8208,Fraud
2024-06-12,Nicole Long,T481801,9320660990,Closed-Risk,Risk,6402,Fraud
2024-06-24,Melissa Holt,T826471,3351766931,Closed-Risk,Risk,5792,Money Laundering
2024-07-08,Donna Snow,T344007,1468769721,Closed-No Risk,Risk,5739,Money Laundering
2024-11-22,William Melton,T463670,2421532652,In Progress,Risk,7431,Money Laundering
2024-08-13,Christine Davis,T760825,5361146103,In Progress,Risk,1810,Investment Scam
2024-01-21,Jeffrey Moore,T878387,8577012516,Closed-No Risk,Risk,-6630,Tax Evasion
2024-12-11,Donna Snow,T992425,7259338652,In Progress,Risk,-6759,Tax Evasion
2024-12-25,Donna Snow,T710830,4567271799,In Progress,Risk,4578,Fraud
2024-05-22,Melissa Holt,T884888,2620692223,Closed-No Risk,Risk,4635,Fraud
2024-11-29,Christine Davis,T138426,3946216095,In Progress,Risk,9601,Money Laundering
2024-06-22,Kari Rhodes,T898580,2220763933,In Progress,Risk,-2170,Fraud
2024-12-11,Kathleen Raymond,T188444,3817404826,In Progress,Risk,-2236,Fraud
2024-11-25,Melissa Holt,T593594,6912258470,Closed-No Risk,Risk,-5406,Tax Evasion
2024-04-18,Kathleen Raymond,T833071,8407192544,Closed-No Risk,Risk,5032,Tax Evasion
2024-07-04,Donna Snow,T489797,8863168200,Closed-No Risk,Risk,-323,Fraud
2024-05-20,Ashley Orr,T242720,6372936642,Closed-Risk,Risk,2669,Tax Evasion
2024-01-17,Jeffrey Moore,T353743,4557747009,Closed-Risk,Risk,5158,Investment Scam
2024-11-23,Samuel Barry,T569595,8410685273,Closed-Risk,Risk,9942,Money Laundering
2024-05-10,Ashley Orr,T587787,2270874137,Closed-Risk,Risk,-5180,Fraud
2024-09-16,Donna Snow,T847023,1903071016,Closed-No Risk,Risk,-3344,Tax Evasion
2024-02-08,Donna Snow,T802660,4458141049,Closed-No Risk,Risk,-3997,Fraud
2024-07-17,Kari Rhodes,T958594,6406789105,In Progress,Risk,-1476,Investment Scam
2024-11-22,Whitney Wilson,T268436,6940106908,In Progress,Risk,-5180,Fraud
2024-05-01,Melissa Holt,T522179,2491678069,In Progress,Risk,8876,Investment Scam
2024-04-15,Robin Lowe,T526136,3837783179,In Progress,Risk,1678,Tax Evasion
2024-08-25,Donna Snow,T799804,2936779519,Closed-No Risk,Risk,3775,Money Laundering
2024-01-30,Sheila Brown,T562213,9201684205,In Progress,Risk,581,Tax Evasion
2024-04-26,Christine Davis,T155105,7451686665,Closed-No Risk,Risk,-1280,Fraud
2024-08-18,Whitney Wilson,T322831,3318168479,Closed-No Risk,Risk,-8852,Investment Scam
2024-11-21,Ryan Mejia,T407159,4683470593,Closed-Risk,Risk,-9242,Tax Evasion
2024-02-04,Melissa Holt,T715035,9280361035,Closed-No Risk,Risk,8226,Money Laundering
2025-01-09,Melissa Holt,T155882,4959009467,In Progress,Risk,6347,Investment Scam
2024-10-12,Donna Snow,T490546,6393262306,Closed-Risk,Risk,-7342,Tax Evasion
2024-02-22,Ryan Mejia,T349796,7852142012,In Progress,Risk,-4659,Investment Scam
2024-12-11,William Melton,T554704,3713344926,Closed-No Risk,Risk,460,Tax Evasion
2024-09-01,Martha Anderson,T347231,3713263771,In Progress,Risk,-6777,Tax Evasion
2024-03-05,Ryan Mejia,T321467,3719750752,In Progress,Risk,-5930,Fraud
2024-11-09,Kathleen Raymond,T489256,8858890405,Closed-No Risk,Risk,-8836,Money Laundering
2024-11-17,Kari Rhodes,T826480,5605598043,In Progress,Risk,2230,Money Laundering
2024-06-29,Nicole Long,T298044,1779247988,Closed-Risk,Risk,8188,Fraud
2024-02-03,Jeffrey Moore,T924595,6266486124,Closed-No Risk,Risk,7742,Investment Scam
2024-05-05,Samuel Barry,T287568,7370799642,In Progress,Risk,-1715,Investment Scam
2024-08-06,Sheila Brown,T504652,4708826793,In Progress,Risk,-4002,Fraud
2024-06-03,William Melton,T882344,6943352126,In Progress,Risk,1966,Money Laundering
2024-07-04,Jeffrey Moore,T170271,1671981698,In Progress,Risk,5750,Investment Scam
2024-03-12,Samuel Barry,T410645,8282398452,In Progress,Risk,-1161,Tax Evasion
2024-09-22,Ashley Orr,T360347,4726825515,In Progress,Risk,501,Tax Evasion
2024-01-26,Kathleen Raymond,T616355,1839164329,In Progress,Risk,-3751,Money Laundering
2024-11-10,Ashley Orr,T838180,2031514978,In Progress,Risk,-317,Tax Evasion
2024-06-21,Kari Rhodes,T792114,3774357100,Closed-No Risk,Risk,7123,Money Laundering
2024-04-13,Christine Davis,T218878,1212403868,In Progress,Risk,8614,Fraud
2024-08-01,Sheila Brown,T939902,4113243488,In Progress,Risk,-8137,Investment Scam
2024-06-14,Nicole Long,T156822,8204505825,Closed-No Risk,Risk,-2625,Investment Scam
2024-05-21,Ryan Mejia,T106198,6746815282,In Progress,Risk,-671,Tax Evasion
2024-06-01,Samuel Barry,T215234,1182481071,In Progress,Risk,4389,Money Laundering
2024-12-24,Samuel Barry,T435127,6229282030,Closed-No Risk,Risk,429,Investment Scam
2024-03-13,Robin Lowe,T199933,5537036073,Closed-No Risk,Risk,-9468,Investment Scam
2024-07-26,Ashley Orr,T387277,6960922897,In Progress,Risk,-3740,Fraud
2024-12-12,Samuel Barry,T113760,7321118735,In Progress,Risk,6970,Investment Scam
2024-07-30,Jeffrey Moore,T995458,7379973685,In Progress,Risk,-5927,Money Laundering
2024-09-17,Ashley Orr,T486952,7994229160,Closed-No Risk,Risk,3575,Money Laundering
2024-03-08,Kathleen Raymond,T528107,6754300387,Closed-No Risk,Risk,-91,Fraud
2024-02-13,Martha Anderson,T990651,1190386529,Closed-No Risk,Risk,9261,Fraud
2024-06-04,Martha Anderson,T109366,8561874459,In Progress,Risk,-370,Tax Evasion
2024-11-11,Donna Snow,T982851,9331180751,In Progress,Risk,130,Tax Evasion
2024-09-23,Samuel Barry,T566276,6617209392,In Progress,Risk,1740,Fraud
2024-02-25,Kathleen Raymond,T783995,6375909464,In Progress,Risk,5196,Money Laundering
2024-10-18,Nicole Long,T979450,9587100038,In Progress,Risk,-2150,Investment Scam
2024-07-29,Ryan Mejia,T200025,2418990103,Closed-Risk,Risk,3957,Investment Scam
2024-12-01,Ashley Orr,T735763,9753746760,Closed-Risk,Risk,-8822,Investment Scam
2024-09-05,Samuel Barry,T768857,6536197934,Closed-Risk,Risk,7491,Investment Scam
2024-01-16,Kari Rhodes,T140124,6873273180,Closed-No Risk,Risk,-8383,Tax Evasion
2024-10-18,Kathleen Raymond,T288369,7793609278,In Progress,Risk,-4086,Tax Evasion
2024-12-10,Kathleen Raymond,T529398,8249873574,In Progress,Risk,-3846,Money Laundering
2024-03-19,Ashley Orr,T401267,2692189548,Closed-Risk,Risk,6136,Fraud
2024-12-29,Donna Snow,T772536,8366221339,In Progress,Risk,-5865,Investment Scam
2024-05-10,Donna Snow,T506517,4501087208,Closed-Risk,Risk,7400,Money Laundering
2024-06-21,Nicole Long,T582805,4654088774,In Progress,Risk,-4720,Investment Scam
2024-07-20,Jeffrey Moore,T771374,9662851416,In Progress,Risk,-790,Investment Scam
2024-10-08,Kari Rhodes,T764267,9438405550,Closed-No Risk,Risk,1199,Money Laundering
2025-01-01,Whitney Wilson,T325103,1456496707,In Progress,Risk,-6861,Money Laundering
2024-07-06,Donna Snow,T156627,1827884206,Closed-No Risk,Risk,-2820,Money Laundering
2024-06-09,Christine Davis,T906906,6786961778,In Progress,Risk,-2335,Money Laundering
2024-05-31,Samuel Barry,T556422,5664236406,In Progress,Risk,3939,Tax Evasion
2024-10-07,Kathleen Raymond,T172417,6787725608,In Progress,Risk,-8979,Tax Evasion
2024-04-23,Ashley Orr,T290229,9531891401,Closed-Risk,Risk,5912,Money Laundering
2024-02-09,Martha Anderson,T348714,7150002933,Closed-No Risk,Risk,-5606,Investment Scam
2024-07-21,Donna Snow,T312391,6674823015,In Progress,Risk,8370,Fraud
2024-06-21,Ashley Orr,T670797,6154137499,Closed-Risk,Risk,-6307,Tax Evasion
2024-05-24,Sheila Brown,T175595,9425144593,Closed-No Risk,Risk,-6799,Investment Scam
2024-11-26,Melissa Holt,T402121,4176818235,In Progress,Risk,-7062,Investment Scam
2024-05-14,Ashley Orr,T640966,8043754900,Closed-Risk,Risk,-324,Tax Evasion
2024-08-03,Sheila Brown,T553083,6845421120,In Progress,Risk,-1235,Money Laundering
2024-02-08,Martha Anderson,T528391,7059768338,In Progress,Risk,3131,Fraud
2024-06-16,Ryan Mejia,T737224,2208077693,In Progress,Risk,1592,Tax Evasion
2024-12-27,Christine Davis,T886804,7879642755,In Progress,Risk,-3664,Fraud
2024-12-04,Kari Rhodes,T873075,9812044180,Closed-Risk,Risk,298,Tax Evasion
2024-05-19,Melissa Holt,T764551,3166563979,Closed-No Risk,Risk,574,Money Laundering
2024-04-25,Sheila Brown,T434358,5886405451,In Progress,Risk,5124,Investment Scam
2024-06-13,Kari Rhodes,T581044,6306388786,In Progress,Risk,2433,Investment Scam
2024-02-16,Sheila Brown,T428956,1435444310,Closed-No Risk,Risk,3948,Investment Scam
2024-09-16,Martha Anderson,T675489,1645943709,In Progress,Risk,6534,Fraud
2024-11-24,Melissa Holt,T360632,9178172281,Closed-Risk,Risk,-6472,Investment Scam
2024-06-19,Ashley Orr,T235797,5450898203,Closed-Risk,Risk,5052,Fraud
2024-11-08,Jeffrey Moore,T192149,2625772854,In Progress,Risk,-1403,Money Laundering
2025-01-04,Samuel Barry,T166510,2093647515,In Progress,Risk,-9339,Money Laundering
